transaction_id,payment_method,device_type,city_tier,network_type,hour_of_day,amount,amount_bucket,past_failed_attempts,success
TXN_021009,UPI,Desktop,Tier 2,5G,11,437.65,low,1,1
TXN_021010,UPI,Desktop,Tier 2,4G,18,1523.64,med,0,1
TXN_021011,Card,Android,Tier 1,4G,12,783.66,med,0,1
TXN_021012,PayLater,Android,Tier 3,4G,23,4004.72,high,0,1
TXN_021013,UPI,iOS,Tier 2,5G,9,759.72,med,1,1
TXN_021014,Wallet,Android,Tier 1,4G,1,1862.85,med,0,1
TXN_021015,Wallet,Android,Tier 2,Wifi,2,688.85,med,2,0
TXN_021016,Card,iOS,Tier 1,4G,11,92.12,low,0,1
TXN_021017,Wallet,Android,Tier 1,5G,4,1839.68,med,0,1
TXN_021018,UPI,Android,Tier 2,4G,4,7291.04,high,0,1
TXN_021019,PayLater,Android,Tier 2,Wifi,4,1081.21,med,1,1
TXN_021020,Card,iOS,Tier 2,4G,6,1911.93,med,0,1
TXN_021021,UPI,Android,Tier 2,4G,7,1103.57,med,0,1
TXN_021022,Wallet,Android,Tier 1,4G,23,894.66,med,2,1
TXN_021023,UPI,Android,Tier 2,4G,18,5468.2,high,0,1
TXN_021024,UPI,Android,Tier 1,4G,23,2237.94,high,0,0
TXN_021025,Card,iOS,Tier 3,Wifi,15,668.43,med,0,1
TXN_021026,UPI,Android,Tier 1,4G,9,326.96,low,0,1
TXN_021027,UPI,Android,Tier 1,5G,12,8449.37,high,0,1
TXN_021028,Netbanking,Android,Tier 3,5G,1,1130.05,med,0,0
TXN_021029,UPI,Android,Tier 3,Wifi,3,2694.24,high,0,1
TXN_021030,UPI,Android,Tier 3,4G,1,238.51,low,0,1
TXN_021031,UPI,Android,Tier 1,4G,20,63.24,low,1,1
TXN_021032,UPI,Android,Tier 2,4G,2,298.55,low,0,1
TXN_021033,Card,Android,Tier 2,4G,9,1918.45,med,0,1
TXN_021034,Netbanking,Android,Tier 3,4G,10,444.23,low,0,1
TXN_021035,Wallet,iOS,Tier 1,4G,2,230.49,low,0,1
TXN_021036,Card,iOS,Tier 1,4G,4,918.29,med,0,1
TXN_021037,UPI,Android,Tier 2,5G,19,843.32,med,0,1
TXN_021038,Wallet,Android,Tier 1,4G,5,2813.55,high,0,0
TXN_021039,Netbanking,iOS,Tier 2,4G,20,772.66,med,0,1
TXN_021040,Card,Desktop,Tier 3,4G,12,4506.94,high,0,1
TXN_021041,Card,Android,Tier 2,5G,4,2860.55,high,0,1
TXN_021042,Wallet,Android,Tier 2,5G,2,324.99,low,2,1
TXN_021043,Card,iOS,Tier 3,5G,19,7537.38,high,1,1
TXN_021044,UPI,Android,Tier 1,Wifi,11,5566.82,high,0,1
TXN_021045,Card,Android,Tier 1,5G,2,800.95,med,0,1
TXN_021046,UPI,Android,Tier 2,4G,18,3317.85,high,2,0
TXN_021047,UPI,Android,Tier 1,4G,14,9379.29,high,0,1
TXN_021048,UPI,Android,Tier 1,Wifi,9,2189.43,high,0,1
TXN_021049,UPI,Desktop,Tier 1,Wifi,5,976.44,med,1,1
TXN_021050,UPI,iOS,Tier 3,Wifi,15,950.27,med,1,1
TXN_021051,UPI,Android,Tier 3,5G,14,246.31,low,0,1
TXN_021052,Card,Android,Tier 2,4G,1,3326.14,high,0,1
TXN_021053,Netbanking,Android,Tier 1,Wifi,16,2033.65,high,0,1
TXN_021054,PayLater,Android,Tier 1,4G,15,566.59,med,0,1
TXN_021055,UPI,Android,Tier 1,4G,2,205.56,low,0,1
TXN_021056,Card,Desktop,Tier 1,4G,18,167.31,low,0,1
TXN_021057,Wallet,Android,Tier 1,5G,3,399.0,low,0,1
TXN_021058,UPI,Android,Tier 2,4G,19,960.66,med,1,1
TXN_021059,Card,Android,Tier 2,4G,4,2144.34,high,0,1
TXN_021060,Netbanking,Android,Tier 1,5G,12,3928.56,high,0,1
TXN_021061,UPI,Android,Tier 2,4G,19,2271.84,high,0,1
TXN_021062,Netbanking,Android,Tier 2,4G,1,4013.09,high,0,1
TXN_021063,Netbanking,Android,Tier 2,5G,11,1093.29,med,0,1
TXN_021064,UPI,Android,Tier 1,Wifi,16,860.72,med,0,1
TXN_021065,UPI,Android,Tier 3,4G,9,1085.09,med,0,1
TXN_021066,UPI,Android,Tier 2,5G,22,172.25,low,1,1
TXN_021067,UPI,Android,Tier 1,5G,8,3282.29,high,4,1
TXN_021068,UPI,iOS,Tier 2,4G,8,434.23,low,0,1
TXN_021069,UPI,Android,Tier 2,4G,16,505.08,med,0,1
TXN_021070,UPI,Android,Tier 2,4G,8,633.6,med,0,1
TXN_021071,Wallet,Android,Tier 2,5G,13,7439.19,high,0,0
TXN_021072,UPI,Android,Tier 2,5G,16,331.4,low,1,1
TXN_021073,UPI,iOS,Tier 2,4G,16,987.88,med,0,1
TXN_021074,UPI,Android,Tier 2,5G,1,848.85,med,1,1
TXN_021075,UPI,iOS,Tier 1,Wifi,14,592.42,med,0,1
TXN_021076,UPI,Android,Tier 1,4G,10,2066.76,high,0,1
TXN_021077,UPI,Android,Tier 1,3G,21,169.01,low,0,1
TXN_021078,UPI,iOS,Tier 2,Wifi,4,4246.3,high,0,1
TXN_021079,Netbanking,Android,Tier 1,Wifi,8,948.73,med,0,0
TXN_021080,PayLater,Android,Tier 2,Wifi,8,1055.9,med,0,0
TXN_021081,UPI,iOS,Tier 1,4G,13,3937.63,high,0,0
TXN_021082,UPI,Desktop,Tier 2,4G,7,3378.66,high,4,1
TXN_021083,Card,Android,Tier 2,Wifi,10,470.24,low,0,1
TXN_021084,Card,Android,Tier 1,4G,11,92.46,low,1,1
TXN_021085,UPI,Android,Tier 2,4G,6,944.73,med,0,1
TXN_021086,Wallet,Android,Tier 3,4G,2,762.06,med,0,1
TXN_021087,Card,Android,Tier 1,5G,2,445.6,low,1,1
TXN_021088,UPI,iOS,Tier 3,4G,13,1329.2,med,0,1
TXN_021089,Card,Android,Tier 2,4G,3,1584.36,med,0,1
TXN_021090,PayLater,iOS,Tier 2,Wifi,13,658.47,med,0,1
TXN_021091,Netbanking,Android,Tier 1,4G,13,1260.33,med,1,1
TXN_021092,UPI,Android,Tier 2,5G,2,3512.44,high,0,1
TXN_021093,UPI,Desktop,Tier 2,4G,12,6717.68,high,0,1
TXN_021094,UPI,Android,Tier 2,4G,7,385.86,low,0,0
TXN_021095,UPI,Android,Tier 3,4G,23,3373.96,high,0,1
TXN_021096,Card,Android,Tier 2,5G,5,615.29,med,0,1
TXN_021097,Netbanking,Android,Tier 1,5G,1,303.71,low,0,0
TXN_021098,Card,Android,Tier 1,5G,5,2019.86,high,0,1
TXN_021099,PayLater,Android,Tier 1,4G,19,317.92,low,1,0
TXN_021100,UPI,Android,Tier 3,Wifi,13,140.04,low,0,1
TXN_021101,Wallet,Android,Tier 1,4G,6,676.99,med,0,1
TXN_021102,Netbanking,iOS,Tier 1,4G,16,464.28,low,0,1
TXN_021103,UPI,Android,Tier 1,Wifi,2,1143.44,med,0,1
TXN_021104,Card,Android,Tier 3,4G,13,1072.87,med,0,1
TXN_021105,UPI,Android,Tier 2,5G,23,2322.05,high,0,1
TXN_021106,Netbanking,iOS,Tier 3,4G,0,127.46,low,0,0
TXN_021107,UPI,iOS,Tier 2,4G,11,662.79,med,0,1
TXN_021108,UPI,iOS,Tier 3,5G,2,106.44,low,1,1
TXN_021109,Card,Android,Tier 1,4G,18,1450.78,med,0,1
TXN_021110,Card,Android,Tier 1,4G,11,2638.79,high,0,1
TXN_021111,UPI,Android,Tier 1,4G,23,670.05,med,2,1
TXN_021112,UPI,iOS,Tier 2,4G,13,464.37,low,0,1
TXN_021113,UPI,iOS,Tier 2,Wifi,0,238.18,low,0,1
TXN_021114,Card,Desktop,Tier 1,Wifi,4,4154.24,high,0,0
TXN_021115,Wallet,Android,Tier 1,5G,6,2596.95,high,1,0
TXN_021116,Wallet,Android,Tier 2,4G,19,2243.9,high,0,1
TXN_021117,UPI,Android,Tier 1,4G,18,2174.02,high,0,1
TXN_021118,Netbanking,Android,Tier 2,5G,5,1242.08,med,0,1
TXN_021119,UPI,Android,Tier 1,4G,20,10816.14,ultra_high,0,1
TXN_021120,Card,iOS,Tier 2,4G,17,2347.36,high,2,0
TXN_021121,UPI,Android,Tier 2,Wifi,5,494.0,low,2,0
TXN_021122,UPI,Android,Tier 2,4G,10,129.27,low,0,1
TXN_021123,Card,Android,Tier 1,5G,2,44.52,low,0,1
TXN_021124,UPI,Android,Tier 1,4G,8,618.8,med,0,1
TXN_021125,Card,Android,Tier 3,5G,2,1860.45,med,2,1
TXN_021126,Netbanking,Android,Tier 2,4G,5,2815.68,high,0,0
TXN_021127,UPI,Android,Tier 2,Wifi,23,711.92,med,1,1
TXN_021128,UPI,Android,Tier 2,4G,8,248.65,low,0,1
TXN_021129,Netbanking,iOS,Tier 1,Wifi,7,177.51,low,1,0
TXN_021130,Netbanking,iOS,Tier 3,4G,1,882.04,med,0,0
TXN_021131,UPI,Android,Tier 2,5G,18,1074.35,med,1,1
TXN_021132,UPI,Android,Tier 2,Wifi,23,49.89,low,0,1
TXN_021133,Card,Android,Tier 3,4G,15,916.33,med,0,1
TXN_021134,Card,Desktop,Tier 1,4G,4,2689.06,high,1,1
TXN_021135,UPI,Android,Tier 2,Wifi,9,1071.38,med,1,1
TXN_021136,UPI,Android,Tier 3,4G,19,898.48,med,0,1
TXN_021137,Wallet,iOS,Tier 1,5G,21,1243.42,med,0,1
TXN_021138,Card,Android,Tier 1,4G,11,1613.81,med,0,1
TXN_021139,PayLater,iOS,Tier 2,5G,11,399.41,low,0,1
TXN_021140,Netbanking,Android,Tier 1,4G,5,5337.22,high,0,1
TXN_021141,Wallet,Android,Tier 3,5G,13,1764.69,med,0,1
TXN_021142,UPI,Android,Tier 1,4G,6,941.42,med,0,1
TXN_021143,Netbanking,iOS,Tier 2,4G,20,996.28,med,0,0
TXN_021144,UPI,iOS,Tier 1,4G,0,570.17,med,0,1
TXN_021145,Card,Android,Tier 1,5G,13,5063.56,high,0,1
TXN_021146,UPI,Android,Tier 3,4G,14,4371.08,high,0,0
TXN_021147,UPI,Android,Tier 2,4G,12,949.02,med,0,1
TXN_021148,Netbanking,Desktop,Tier 1,5G,23,1742.66,med,0,1
TXN_021149,Netbanking,Android,Tier 1,4G,0,12063.38,ultra_high,0,1
TXN_021150,UPI,iOS,Tier 2,Wifi,19,1634.5,med,1,1
TXN_021151,Card,Android,Tier 3,5G,18,176.93,low,0,0
TXN_021152,UPI,Android,Tier 2,5G,18,2088.92,high,0,0
TXN_021153,UPI,Android,Tier 2,4G,5,127.11,low,0,1
TXN_021154,Netbanking,Android,Tier 1,5G,23,290.14,low,0,1
TXN_021155,UPI,iOS,Tier 3,4G,4,810.44,med,0,1
TXN_021156,Wallet,Android,Tier 2,Wifi,21,1208.61,med,1,1
TXN_021157,UPI,Android,Tier 2,4G,21,3312.39,high,1,1
TXN_021158,Card,Android,Tier 2,4G,16,10109.45,ultra_high,0,1
TXN_021159,Card,Android,Tier 2,4G,14,1140.31,med,0,0
TXN_021160,UPI,Desktop,Tier 3,3G,6,1303.63,med,0,1
TXN_021161,UPI,Android,Tier 2,5G,16,2035.34,high,1,1
TXN_021162,Netbanking,iOS,Tier 3,4G,11,338.46,low,2,1
TXN_021163,Netbanking,Android,Tier 2,3G,6,319.15,low,1,1
TXN_021164,UPI,iOS,Tier 2,4G,12,495.62,low,0,1
TXN_021165,UPI,Desktop,Tier 3,5G,7,808.96,med,0,1
TXN_021166,UPI,Android,Tier 1,5G,3,273.84,low,1,1
TXN_021167,UPI,iOS,Tier 2,Wifi,7,584.16,med,1,1
TXN_021168,UPI,Android,Tier 2,4G,21,1634.58,med,0,1
TXN_021169,UPI,Android,Tier 3,4G,15,1798.13,med,1,0
TXN_021170,Netbanking,iOS,Tier 1,5G,15,463.25,low,0,1
TXN_021171,Card,Android,Tier 1,4G,21,330.83,low,4,0
TXN_021172,Wallet,iOS,Tier 1,4G,10,138.62,low,1,1
TXN_021173,Card,iOS,Tier 1,5G,8,1512.35,med,0,0
TXN_021174,Wallet,iOS,Tier 1,5G,21,1241.39,med,0,1
TXN_021175,Card,Android,Tier 2,4G,10,426.17,low,0,0
TXN_021176,Card,Android,Tier 3,4G,4,113.96,low,0,1
TXN_021177,PayLater,Android,Tier 2,4G,9,1634.54,med,0,0
TXN_021178,Card,iOS,Tier 1,5G,5,1433.0,med,0,1
TXN_021179,UPI,Android,Tier 3,5G,15,352.48,low,2,1
TXN_021180,Card,Android,Tier 2,Wifi,11,242.64,low,0,1
TXN_021181,Wallet,Android,Tier 1,5G,7,7541.45,high,0,0
TXN_021182,Netbanking,Android,Tier 1,5G,12,823.1,med,2,1
TXN_021183,Card,Android,Tier 3,4G,12,315.16,low,0,1
TXN_021184,Card,Android,Tier 2,4G,15,1744.52,med,0,1
TXN_021185,PayLater,Android,Tier 2,5G,10,189.73,low,0,1
TXN_021186,UPI,iOS,Tier 1,4G,23,923.04,med,0,1
TXN_021187,Card,Android,Tier 3,3G,7,1508.13,med,0,1
TXN_021188,UPI,Android,Tier 1,Wifi,22,1131.77,med,0,1
TXN_021189,Card,Android,Tier 2,5G,12,874.95,med,0,1
TXN_021190,Card,iOS,Tier 2,4G,0,536.39,med,1,1
TXN_021191,UPI,Android,Tier 1,5G,19,507.22,med,0,1
TXN_021192,UPI,Android,Tier 1,5G,19,4783.17,high,0,1
TXN_021193,Card,Android,Tier 1,5G,18,400.87,low,1,1
TXN_021194,UPI,Android,Tier 1,4G,3,635.12,med,1,1
TXN_021195,UPI,Android,Tier 1,Wifi,1,92.52,low,0,0
TXN_021196,Netbanking,Android,Tier 2,5G,18,8136.18,high,0,1
TXN_021197,UPI,iOS,Tier 2,4G,18,746.43,med,0,1
TXN_021198,UPI,Android,Tier 2,4G,9,1386.42,med,0,1
TXN_021199,Wallet,Android,Tier 2,5G,16,6770.56,high,0,1
TXN_021200,UPI,Android,Tier 3,4G,22,440.64,low,0,1
TXN_021201,UPI,Android,Tier 3,4G,19,256.24,low,2,0
TXN_021202,Card,Desktop,Tier 1,4G,7,1608.87,med,1,1
TXN_021203,Netbanking,Android,Tier 2,Wifi,8,1251.82,med,0,1
TXN_021204,Wallet,iOS,Tier 1,4G,17,8210.76,high,0,1
TXN_021205,Wallet,iOS,Tier 1,4G,1,1220.29,med,0,1
TXN_021206,Netbanking,Android,Tier 2,4G,17,2154.35,high,0,0
TXN_021207,UPI,Desktop,Tier 2,5G,7,1090.79,med,0,1
TXN_021208,UPI,Android,Tier 2,5G,1,335.49,low,0,1
TXN_021209,UPI,Android,Tier 2,Wifi,21,162.37,low,0,1
TXN_021210,UPI,Android,Tier 1,5G,15,2241.82,high,0,1
TXN_021211,Card,Android,Tier 3,5G,4,284.06,low,0,1
TXN_021212,Card,Android,Tier 1,4G,9,1791.35,med,0,1
TXN_021213,UPI,Android,Tier 1,5G,8,960.05,med,1,1
TXN_021214,Netbanking,Android,Tier 1,4G,1,812.37,med,1,0
TXN_021215,UPI,Android,Tier 3,5G,15,609.71,med,0,1
TXN_021216,UPI,Android,Tier 2,4G,15,377.3,low,0,1
TXN_021217,Card,Android,Tier 2,Wifi,16,1466.41,med,1,1
TXN_021218,UPI,Android,Tier 2,5G,1,583.6,med,0,1
TXN_021219,UPI,Android,Tier 2,5G,4,897.55,med,0,1
TXN_021220,UPI,Android,Tier 3,5G,7,5009.42,high,0,1
TXN_021221,UPI,Android,Tier 2,5G,23,1734.92,med,0,1
TXN_021222,Netbanking,Android,Tier 3,4G,1,677.87,med,2,1
TXN_021223,Wallet,Android,Tier 3,4G,11,589.19,med,0,0
TXN_021224,UPI,Android,Tier 2,4G,12,430.0,low,0,1
TXN_021225,UPI,Desktop,Tier 1,4G,15,328.01,low,0,1
TXN_021226,Card,Android,Tier 3,4G,4,1492.38,med,0,1
TXN_021227,Wallet,Android,Tier 2,4G,11,129.92,low,1,1
TXN_021228,UPI,Android,Tier 2,Wifi,14,1495.99,med,0,1
TXN_021229,UPI,Android,Tier 2,5G,1,7847.83,high,0,1
TXN_021230,Netbanking,Android,Tier 2,4G,11,3205.17,high,0,1
TXN_021231,Card,Android,Tier 1,4G,22,241.63,low,0,1
TXN_021232,UPI,Android,Tier 1,4G,9,10725.36,ultra_high,3,1
TXN_021233,Card,Android,Tier 2,4G,7,2272.79,high,0,1
TXN_021234,UPI,iOS,Tier 1,5G,20,238.28,low,0,1
TXN_021235,UPI,Android,Tier 2,4G,10,155.46,low,3,1
TXN_021236,UPI,Android,Tier 2,Wifi,11,420.59,low,0,1
TXN_021237,Wallet,iOS,Tier 1,4G,16,961.23,med,0,0
TXN_021238,UPI,Android,Tier 1,4G,6,1657.82,med,0,1
TXN_021239,UPI,iOS,Tier 3,Wifi,14,489.95,low,0,1
TXN_021240,UPI,Android,Tier 2,4G,18,537.95,med,0,1
TXN_021241,Wallet,Android,Tier 1,4G,1,1366.86,med,1,1
TXN_021242,UPI,Android,Tier 3,4G,5,396.11,low,1,1
TXN_021243,UPI,Desktop,Tier 2,5G,1,1063.38,med,0,1
TXN_021244,UPI,Android,Tier 1,4G,13,2315.21,high,1,1
TXN_021245,Netbanking,Desktop,Tier 1,Wifi,7,840.97,med,0,1
TXN_021246,UPI,Android,Tier 1,Wifi,15,4758.99,high,0,1
TXN_021247,UPI,Android,Tier 3,Wifi,18,797.22,med,0,1
TXN_021248,UPI,Desktop,Tier 2,4G,17,281.1,low,0,1
TXN_021249,Netbanking,Android,Tier 2,3G,23,9154.58,high,1,0
TXN_021250,Card,Desktop,Tier 3,5G,12,2140.37,high,0,1
TXN_021251,Card,Android,Tier 1,4G,5,1002.02,med,0,1
TXN_021252,Wallet,Desktop,Tier 1,4G,3,960.05,med,0,1
TXN_021253,Wallet,Android,Tier 1,5G,20,342.4,low,0,1
TXN_021254,UPI,Android,Tier 1,5G,9,986.39,med,0,1
TXN_021255,PayLater,iOS,Tier 2,4G,14,419.79,low,0,1
TXN_021256,UPI,Android,Tier 2,5G,22,3963.41,high,3,1
TXN_021257,UPI,Android,Tier 1,3G,11,1504.71,med,0,1
TXN_021258,Wallet,Android,Tier 1,4G,19,1151.19,med,0,0
TXN_021259,UPI,Android,Tier 1,4G,11,503.93,med,0,1
TXN_021260,UPI,Desktop,Tier 3,Wifi,6,1035.33,med,2,1
TXN_021261,UPI,Android,Tier 2,4G,5,180.17,low,0,1
TXN_021262,Card,Android,Tier 2,Wifi,4,1869.64,med,0,0
TXN_021263,UPI,Android,Tier 1,5G,18,498.63,low,0,1
TXN_021264,Card,iOS,Tier 2,4G,13,408.3,low,1,0
TXN_021265,Wallet,Android,Tier 1,4G,0,8196.55,high,1,1
TXN_021266,Card,Android,Tier 3,4G,23,2014.89,high,0,1
TXN_021267,UPI,Android,Tier 2,4G,10,222.15,low,3,1
TXN_021268,Wallet,Android,Tier 2,5G,22,3195.68,high,1,1
TXN_021269,UPI,iOS,Tier 2,4G,21,107.91,low,0,1
TXN_021270,UPI,Android,Tier 2,5G,3,319.99,low,0,1
TXN_021271,UPI,Android,Tier 1,5G,20,1449.04,med,1,1
TXN_021272,Card,Android,Tier 1,5G,13,887.63,med,0,1
TXN_021273,UPI,iOS,Tier 2,3G,20,414.71,low,0,1
TXN_021274,UPI,Android,Tier 1,5G,17,1228.91,med,0,1
TXN_021275,UPI,Android,Tier 1,Wifi,5,474.25,low,0,1
TXN_021276,UPI,Android,Tier 2,4G,4,1123.81,med,0,1
TXN_021277,Card,iOS,Tier 3,5G,16,1591.22,med,2,0
TXN_021278,Netbanking,Android,Tier 3,5G,6,4949.36,high,0,1
TXN_021279,Netbanking,Android,Tier 1,Wifi,10,1748.41,med,0,1
TXN_021280,UPI,Android,Tier 1,5G,13,738.22,med,0,1
TXN_021281,UPI,Android,Tier 2,4G,1,1488.18,med,0,1
TXN_021282,PayLater,Desktop,Tier 3,4G,21,109.76,low,0,1
TXN_021283,UPI,Android,Tier 3,4G,16,5695.4,high,0,0
TXN_021284,Wallet,Desktop,Tier 3,4G,1,1282.75,med,1,1
TXN_021285,UPI,Android,Tier 2,4G,14,41259.74,ultra_high,1,1
TXN_021286,Wallet,Android,Tier 1,Wifi,6,1281.62,med,0,1
TXN_021287,UPI,Android,Tier 1,4G,2,1318.2,med,0,1
TXN_021288,UPI,Desktop,Tier 1,4G,22,142.81,low,0,1
TXN_021289,Card,Android,Tier 2,Wifi,5,371.57,low,0,1
TXN_021290,Card,iOS,Tier 1,4G,20,898.72,med,0,1
TXN_021291,UPI,Android,Tier 2,3G,8,562.56,med,0,0
TXN_021292,Card,Android,Tier 2,4G,9,7685.4,high,0,0
TXN_021293,Card,iOS,Tier 1,4G,20,1211.02,med,2,0
TXN_021294,UPI,Desktop,Tier 3,4G,20,725.33,med,0,1
TXN_021295,UPI,Android,Tier 2,3G,7,1883.77,med,0,1
TXN_021296,UPI,Android,Tier 3,Wifi,6,599.88,med,1,1
TXN_021297,UPI,Android,Tier 3,Wifi,0,1743.45,med,0,1
TXN_021298,Card,Android,Tier 1,4G,9,200.38,low,0,0
TXN_021299,UPI,Android,Tier 1,3G,17,5414.02,high,0,1
TXN_021300,UPI,Android,Tier 1,Wifi,15,1436.96,med,0,1
TXN_021301,UPI,Android,Tier 2,4G,3,1578.61,med,0,1
TXN_021302,UPI,Android,Tier 2,5G,8,484.57,low,0,1
TXN_021303,UPI,Desktop,Tier 3,3G,22,2847.99,high,1,1
TXN_021304,UPI,Android,Tier 1,4G,17,187.6,low,0,1
TXN_021305,UPI,Android,Tier 2,4G,10,495.99,low,0,1
TXN_021306,PayLater,Desktop,Tier 3,Wifi,11,1449.43,med,2,1
TXN_021307,UPI,Android,Tier 2,4G,7,825.19,med,0,1
TXN_021308,Card,Android,Tier 1,3G,0,267.74,low,0,1
TXN_021309,UPI,Android,Tier 2,5G,7,699.67,med,1,1
TXN_021310,UPI,Android,Tier 1,4G,4,495.95,low,0,1
TXN_021311,UPI,Android,Tier 1,4G,0,404.52,low,0,1
TXN_021312,UPI,Android,Tier 1,5G,2,5549.38,high,1,1
TXN_021313,PayLater,Android,Tier 1,4G,12,389.54,low,0,0
TXN_021314,Wallet,Android,Tier 3,4G,15,243.14,low,0,1
TXN_021315,Netbanking,Desktop,Tier 1,4G,22,253.11,low,0,1
TXN_021316,Card,Android,Tier 2,5G,11,511.73,med,3,0
TXN_021317,UPI,Android,Tier 1,Wifi,6,1049.25,med,0,1
TXN_021318,UPI,Android,Tier 1,5G,7,1452.08,med,0,1
TXN_021319,Wallet,Android,Tier 1,5G,10,7613.79,high,0,1
TXN_021320,Card,Android,Tier 1,4G,12,81.45,low,4,1
TXN_021321,Card,Android,Tier 1,5G,10,204.33,low,0,1
TXN_021322,UPI,Android,Tier 2,5G,3,382.91,low,2,1
TXN_021323,UPI,Android,Tier 3,5G,5,359.5,low,0,1
TXN_021324,Wallet,Android,Tier 1,Wifi,22,163.11,low,0,0
TXN_021325,UPI,Android,Tier 1,5G,23,897.08,med,1,1
TXN_021326,UPI,iOS,Tier 1,3G,18,9018.53,high,0,1
TXN_021327,UPI,Android,Tier 3,Wifi,20,2548.47,high,0,1
TXN_021328,Netbanking,Android,Tier 2,4G,7,282.36,low,0,1
TXN_021329,UPI,Android,Tier 3,5G,5,793.08,med,0,1
TXN_021330,Netbanking,Android,Tier 1,Wifi,16,765.18,med,1,0
TXN_021331,UPI,Android,Tier 1,Wifi,17,1556.62,med,4,1
TXN_021332,Wallet,iOS,Tier 1,4G,2,830.89,med,3,1
TXN_021333,Card,Android,Tier 3,5G,11,507.97,med,1,0
TXN_021334,UPI,Desktop,Tier 1,4G,14,8162.62,high,2,1
TXN_021335,Card,Desktop,Tier 2,4G,6,618.09,med,2,0
TXN_021336,UPI,Android,Tier 2,Wifi,12,484.85,low,0,1
TXN_021337,UPI,iOS,Tier 2,Wifi,9,6137.62,high,0,1
TXN_021338,Netbanking,Android,Tier 1,5G,18,1137.6,med,0,1
TXN_021339,UPI,Android,Tier 2,4G,8,1277.79,med,0,1
TXN_021340,UPI,Android,Tier 1,Wifi,11,5997.82,high,1,1
TXN_021341,UPI,Android,Tier 3,4G,10,1141.36,med,2,1
TXN_021342,UPI,Desktop,Tier 1,4G,23,402.81,low,0,1
TXN_021343,Wallet,iOS,Tier 1,4G,7,1654.55,med,0,1
TXN_021344,UPI,iOS,Tier 1,4G,8,73.66,low,0,1
TXN_021345,PayLater,Android,Tier 3,5G,3,14662.97,ultra_high,1,1
TXN_021346,Wallet,Android,Tier 1,4G,19,193.1,low,2,1
TXN_021347,UPI,Android,Tier 2,4G,4,873.83,med,0,1
TXN_021348,UPI,Android,Tier 1,Wifi,6,1432.36,med,0,1
TXN_021349,Netbanking,Android,Tier 1,Wifi,8,51.5,low,0,1
TXN_021350,UPI,Android,Tier 2,4G,3,370.51,low,0,1
TXN_021351,UPI,Android,Tier 1,4G,22,7498.83,high,1,1
TXN_021352,UPI,Android,Tier 2,5G,11,3954.08,high,0,1
TXN_021353,Card,Android,Tier 3,4G,11,5725.38,high,3,1
TXN_021354,Netbanking,Android,Tier 3,4G,5,593.24,med,2,1
TXN_021355,UPI,iOS,Tier 1,4G,12,4119.87,high,0,1
TXN_021356,UPI,Android,Tier 2,Wifi,8,1807.68,med,0,1
TXN_021357,Wallet,Android,Tier 3,3G,8,783.45,med,0,0
TXN_021358,Netbanking,iOS,Tier 2,Wifi,20,1950.23,med,0,0
TXN_021359,Card,Desktop,Tier 1,5G,2,1189.42,med,1,0
TXN_021360,Netbanking,iOS,Tier 2,5G,12,1724.74,med,0,1
TXN_021361,UPI,Android,Tier 3,4G,5,209.05,low,0,1
TXN_021362,Netbanking,Android,Tier 2,5G,17,2551.54,high,1,1
TXN_021363,UPI,Desktop,Tier 3,5G,22,67.13,low,0,1
TXN_021364,UPI,iOS,Tier 2,5G,13,400.19,low,1,1
TXN_021365,Card,Android,Tier 1,4G,22,133.28,low,0,0
TXN_021366,UPI,Android,Tier 1,4G,1,11385.41,ultra_high,0,1
TXN_021367,PayLater,Android,Tier 1,3G,5,50000.0,ultra_high,0,0
TXN_021368,UPI,Android,Tier 1,4G,19,9622.47,high,1,1
TXN_021369,Wallet,Android,Tier 3,4G,6,3913.29,high,0,0
TXN_021370,Wallet,Android,Tier 2,4G,7,287.28,low,0,1
TXN_021371,UPI,Desktop,Tier 2,4G,9,245.85,low,0,1
TXN_021372,Netbanking,Android,Tier 2,4G,12,1134.15,med,2,0
TXN_021373,UPI,Android,Tier 1,4G,0,694.59,med,0,1
TXN_021374,Wallet,Android,Tier 1,5G,4,294.39,low,0,1
TXN_021375,UPI,Android,Tier 3,4G,1,857.41,med,1,1
TXN_021376,Card,Android,Tier 2,5G,3,84.76,low,2,0
TXN_021377,UPI,iOS,Tier 2,4G,23,393.8,low,0,1
TXN_021378,UPI,Android,Tier 3,4G,11,286.13,low,0,1
TXN_021379,UPI,Android,Tier 1,Wifi,4,1796.15,med,0,1
TXN_021380,UPI,iOS,Tier 3,5G,23,208.47,low,0,1
TXN_021381,Netbanking,Android,Tier 3,5G,14,540.24,med,0,1
TXN_021382,Card,Desktop,Tier 1,4G,9,532.51,med,0,1
TXN_021383,Card,Desktop,Tier 1,4G,16,1295.14,med,0,1
TXN_021384,UPI,Desktop,Tier 3,Wifi,13,1225.21,med,4,0
TXN_021385,UPI,Android,Tier 2,4G,6,440.03,low,0,1
TXN_021386,UPI,Android,Tier 1,Wifi,21,1739.52,med,0,1
TXN_021387,Netbanking,Desktop,Tier 2,5G,1,224.67,low,2,1
TXN_021388,PayLater,Android,Tier 2,5G,22,371.46,low,0,1
TXN_021389,UPI,Android,Tier 2,5G,2,654.6,med,1,1
TXN_021390,UPI,iOS,Tier 3,4G,3,5366.9,high,0,1
